anexo,codOrcamento,condicao,email,fone,gabinete,idParlamentar,ideCadastro,matricula,nome,nomeParlamentar,partido,sexo,uf,urlFoto
4,3063,Titular,dep.caionarcio@camara.gov.br,3215-5431,431,5830543,178891,225,CAIO NARCIO RODRIGUES DA SILVEIRA,CAIO NARCIO,PSDB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/178891.jpg
4,3753,Titular,dep.ronaldolessa@camara.gov.br,3215-5722,722,5830580,178845,173,RONALDO AUGUSTO LESSA SANTOS,RONALDO LESSA,PDT,masculino,AL,http://www.camara.gov.br/internet/deputado/bandep/178845.jpg
4,1411,Titular,dep.reginaldolopes@camara.gov.br,3215-5426,426,5830494,74161,272,REGINALDO LÁZARO DE OLIVEIRA LOPES,REGINALDO LOPES,PT,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/74161.jpg
3,3706,Titular,dep.luciomosquini@camara.gov.br,3215-5581,581,5830729,178954,46,LUCIO ANTONIO MOSQUINI,LUCIO MOSQUINI,PMDB,masculino,RO,http://www.camara.gov.br/internet/deputado/bandep/178954.jpg
3,3214,Titular,dep.franciscochapadinha@camara.gov.br,3215-5385,385,5830337,178907,28,FRANCISCO ALVES DE AGUIAR,FRANCISCO CHAPADINHA,PSD,masculino,PA,http://www.camara.gov.br/internet/deputado/bandep/178907.jpg
3,3754,Titular,dep.ronaldomartins@camara.gov.br,3215-5568,568,5830437,122466,91,RONALDO MANCHADO MARTINS,RONALDO MARTINS,PRB,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/122466.jpg
4,2370,Titular,dep.ediolopes@camara.gov.br,3215-5408,408,5830686,141417,2,ÉDIO VIEIRA LOPES,EDIO LOPES,PMDB,masculino,RR,http://www.camara.gov.br/internet/deputado/bandep/141417.jpg
3,3690,Titular,dep.joaopaulopapa@camara.gov.br,3215-5476,476,5830586,178988,364,JOAO PAULO TAVARES PAPA,JOÃO PAULO PAPA,PSDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178988.jpg
4,2483,Titular,dep.marcosmontes@camara.gov.br,3215-5334,334,5830537,141500,257,MARCOS MONTES CORDEIRO,MARCOS MONTES,PSD,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/141500.jpg
4,3759,Titular,dep.samuelmoreira@camara.gov.br,3215-5921,921,5830477,178990,389,SAMUEL MOREIRA DA SILVA JUNIOR,SAMUEL MOREIRA,PSDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178990.jpg
4,2601,Titular,dep.marciomarinho@camara.gov.br,3215-5326,326,5830454,150418,212,MÁRCIO CARLOS MARINHO,MÁRCIO MARINHO,PRB,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/150418.jpg
4,3270,Titular,dep.leonidascristino@camara.gov.br,3215-5948,948,5830786,74299,96,JOSÉ LEÔNIDAS DE MENEZES CRISTINO,LEÔNIDAS CRISTINO,PROS,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/74299.jpg
4,3723,Titular,dep.marcosrotta@camara.gov.br,3215-5333,333,5830431,178850,43,MARCOS SERGIO ROTTA,MARCOS ROTTA,PMDB,masculino,AM,http://www.camara.gov.br/internet/deputado/bandep/178850.jpg
4,3716,Titular,dep.marcelosquassoni@camara.gov.br,3215-5550,550,5830594,118594,369,MARCELO SQUASSONI,MARCELO SQUASSONI,PRB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/118594.jpg
4,2847,Titular,dep.sandroalex@camara.gov.br,3215-5221,221,5830763,160621,465,SANDRO ALEX CRUZ DE OLIVEIRA,SANDRO ALEX,PPS,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/160621.jpg
4,1168,Titular,dep.paeslandim@camara.gov.br,3215-5648,648,5830740,74319,118,JOSÉ FRANCISCO PAES LANDIM,PAES LANDIM,PTB,masculino,PI,http://www.camara.gov.br/internet/deputado/bandep/74319.jpg
4,2462,Titular,dep.valadaresfilho@camara.gov.br,3215-5660,660,5830408,141384,183,ANTÔNIO CARLOS VALADARES FILHO,VALADARES FILHO,PSB,masculino,SE,http://www.camara.gov.br/internet/deputado/bandep/141384.jpg
4,2855,Titular,dep.pedrouczai@camara.gov.br,3215-5229,229,5830617,160604,481,PEDRO FRANCISCO UCZAI,PEDRO UCZAI,PT,masculino,SC,http://www.camara.gov.br/internet/deputado/bandep/160604.jpg
4,3696,Titular,dep.joziaraujo@camara.gov.br,3215-5309,309,5830308,178851,11,JOZIANE ARAUJO NASCIMENTO ROCHA,JOZI ARAÚJO,PTB,feminino,AP,http://www.camara.gov.br/internet/deputado/bandep/178851.jpg
3,3396,Titular,dep.hirangoncalves@camara.gov.br,3215-5274,274,5830646,178959,4,HIRAN MANUEL GONCALVES DA SILVA,HIRAN GONÇALVES,PMN,masculino,RR,http://www.camara.gov.br/internet/deputado/bandep/178959.jpg
4,3688,Titular,dep.joaomarcelosouza@camara.gov.br,3215-5639,639,5830331,112437,76,JOÃO MARCELO SANTOS SOUZA,JOÃO MARCELO SOUZA,PMDB,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/112437.jpg
4,1986,Titular,dep.paulopimenta@camara.gov.br,3215-5552,552,5830669,74400,513,PAULO ROBERTO SEVERO PIMENTA,PAULO PIMENTA,PT,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/74400.jpg
4,1646,Titular,dep.josereinaldo@camara.gov.br,3215-5529,529,5830354,73714,77,José Reinaldo Carneiro Tavares,JOSÉ REINALDO,PSB,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/73714.jpg
4,3077,Titular,dep.covattifilho@camara.gov.br,3215-5228,228,5830523,178963,493,LUIS ANTONIO FRANCISCATTO COVATTI,COVATTI FILHO,PP,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/178963.jpg
4,2502,Titular,dep.felipebornier@camara.gov.br,3215-5216,216,5830600,141430,301,FELIPE LEONE BORNIER DE OLIVEIRA,FELIPE BORNIER,PSD,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/141430.jpg
4,3026,Titular,dep.dr.sinvalmalheiros@camara.gov.br,3215-5520,520,5830623,178830,351,SINVAL MALHEIROS PINTO JÚNIOR,DR. SINVAL MALHEIROS,PV,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178830.jpg
4,2865,Titular,dep.josestedile@camara.gov.br,3215-5354,354,5830377,160607,506,JOSE LUIZ STÉDILE,JOSE STÉDILE,PSB,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/160607.jpg
4,2947,Titular,dep.marcosrogerio@camara.gov.br,3215-5930,930,5830471,167722,49,MARCOS ROGÉRIO DA SILVA BRITO,MARCOS ROGÉRIO,PDT,masculino,RO,http://www.camara.gov.br/internet/deputado/bandep/167722.jpg
4,2510,Titular,dep.otavioleite@camara.gov.br,3215-5225,225,5830554,141515,316,OTAVIO SANTOS SILVA LEITE,OTAVIO LEITE,PSDB,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/141515.jpg
4,2456,Titular,dep.eduardodafonte@camara.gov.br,3215-5628,628,5830517,141421,156,EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA,EDUARDO DA FONTE,PP,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/141421.jpg
4,3033,Suplente,dep.adelmocarneiroleao@camara.gov.br,3215-5231,231,5830314,178890,221,ADELMO CARNEIRO LEAO,ADELMO CARNEIRO LEÃO,PT,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/178890.jpg
4,3766,Titular,dep.sostenescavalcante@camara.gov.br,3215-5560,560,5830563,178947,329,SOSTENES SILVA CAVALCANTE,SÓSTENES CAVALCANTE,PSD,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/178947.jpg
3,3732,Titular,dep.moemagramacho@camara.gov.br,3215-5576,576,5830663,178859,210,MOEMA ISABEL PASSOS GRAMACHO,MOEMA GRAMACHO,PT,feminino,BA,http://www.camara.gov.br/internet/deputado/bandep/178859.jpg
4,3430,Titular,dep.marinharaupp@camara.gov.br,3215-5614,614,5830657,74177,50,MARINHA CÉLIA ROCHA RAUPP DE MATOS,MARINHA RAUPP,PMDB,feminino,RO,http://www.camara.gov.br/internet/deputado/bandep/74177.jpg
3,3694,Titular,dep.jorgesolla@camara.gov.br,3215-5571,571,5830414,178857,204,JORGE JOSE SANTOS PEREIRA SOLLA,JORGE SOLLA,PT,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/178857.jpg
3,2825,Titular,dep.saguasmoraes@camara.gov.br,3215-5371,371,5830560,160630,409,SÁGUAS MORAES SOUSA,SÁGUAS MORAES,PT,masculino,MT,http://www.camara.gov.br/internet/deputado/bandep/160630.jpg
3,2861,Titular,dep.danrleidedeushinterholz@camara.gov.br,3215-5566,566,5830726,160552,495,DANRLEI DE DEUS HINTERHOLZ,DANRLEI DE DEUS HINTERHOLZ,PSD,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/160552.jpg
3,3686,Titular,dep.joaofernandocoutinho@camara.gov.br,32155567,567,5830583,178917,149,JOAO FERNANDO PONTUAL COUTINHO,JOÃO FERNANDO COUTINHO,PSB,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/178917.jpg
3,3092,Titular,dep.enioverri@camara.gov.br,3215-5472,472,5830348,132504,449,ENIO JOSÉ VERRI,ENIO VERRI,PT,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/132504.jpg
4,2759,Titular,dep.erosbiondini@camara.gov.br,3215-5321,321,5830677,160640,242,EROS FERREIRA BIONDINI,EROS BIONDINI,PTB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/160640.jpg
3,3298,Titular,dep.heitorschuch@camara.gov.br,3215-5277,277,5830703,178964,504,HEITOR JOSE SCHUCH,HEITOR SCHUCH,PSB,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/178964.jpg
4,2018,Titular,dep.aeltonfreitas@camara.gov.br,3215-5204,204,5830322,141372,224,AELTON JOSÉ DE FREITAS,AELTON FREITAS,PR,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/141372.jpg
4,2716,Titular,dep.wilsonfilho@camara.gov.br,3215-5534,534,5830752,160636,139,JOSÉ WILSON SANTIAGO FILHO,WILSON FILHO,PTB,masculino,PB,http://www.camara.gov.br/internet/deputado/bandep/160636.jpg
4,2616,Titular,dep.glauberbraga@camara.gov.br,3215-5362,362,5830397,152605,304,GLAUBER DE MEDEIROS BRAGA,GLAUBER BRAGA,PSB,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/152605.jpg
4,1268,Titular,dep.benjaminmaranhao@camara.gov.br,3215-5458,458,5830769,74040,131,BENJAMIN GOMES MARANHÃO NETO,BENJAMIN MARANHÃO,SD,masculino,PB,http://www.camara.gov.br/internet/deputado/bandep/74040.jpg
4,2924,Titular,dep.stefanoaguiar@camara.gov.br,3215-5341,341,5830746,92776,267,STEFANO AGUIAR DOS SANTOS,STEFANO AGUIAR,PSB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/92776.jpg
4,3724,Titular,dep.marcossoares@camara.gov.br,3215-5741,741,5830328,178943,321,MARCOS BEZERRA RIBEIRO SOARES,MARCOS SOARES,PR,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/178943.jpg
4,2856,Titular,dep.rogeriopeninhamendonca@camara.gov.br,3215-5656,656,5830697,160651,483,ROGÉRIO MENDONÇA,ROGÉRIO PENINHA MENDONÇA,PMDB,masculino,SC,http://www.camara.gov.br/internet/deputado/bandep/160651.jpg
4,2687,Titular,dep.sibamachado@camara.gov.br,3215-5421,421,5830795,160613,58,SEBASTIÃO SIBÁ MACHADO OLIVEIRA,SIBÁ MACHADO,PT,masculino,AC,http://www.camara.gov.br/internet/deputado/bandep/160613.jpg
3,3514,Titular,dep.maxfilho@camara.gov.br,3215-5276,276,5830483,178827,282,MAX FREITAS MAURO FILHO,MAX FILHO,PSDB,masculino,ES,http://www.camara.gov.br/internet/deputado/bandep/178827.jpg
4,3769,Titular,dep.terezacristina@camara.gov.br,3215-5448,448,5830732,178901,437,TEREZA CRISTINA CORREA DA COSTA DIAS,TEREZA CRISTINA,PSB,feminino,MS,http://www.camara.gov.br/internet/deputado/bandep/178901.jpg
4,3090,Titular,dep.elizianegama@camara.gov.br,3215-5205,205,5830448,178883,73,ELIZIANE PEREIRA GAMA FERREIRA,ELIZIANE GAMA,PPS,feminino,MA,http://www.camara.gov.br/internet/deputado/bandep/178883.jpg
4,3782,Titular,dep.zecacavalcanti@camara.gov.br,3215-5318,318,5830626,178923,163,JOSE CAVALCANTI ALVES JUNIOR,ZECA CAVALCANTI,PTB,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/178923.jpg
4,3351,Titular,dep.saraivafelipe@camara.gov.br,3215-5429,429,5830577,74762,265,JOSÉ SARAIVA FELIPE,SARAIVA FELIPE,PMDB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/74762.jpg
3,3064,Titular,dep.capitaoaugusto@camara.gov.br,3215-5273,273,5830434,178829,346,JOSE AUGUSTO ROSA,CAPITÃO AUGUSTO,PR,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/178829.jpg
4,3262,Titular,dep.joserocha@camara.gov.br,3215-5908,908,5830789,74554,203,JOSÉ ALVES ROCHA,JOSÉ ROCHA,PR,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/74554.jpg
4,3738,Titular,dep.pauloazi@camara.gov.br,3215-5635,635,5830391,178860,215,PAULO VELLOSO DANTAS AZI,PAULO AZI,DEM,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/178860.jpg
4,3778,Titular,dep.vitorvalim@camara.gov.br,3215-5545,545,5830640,178869,108,VITOR PEREIRA VALIM,VITOR VALIM,PMDB,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/178869.jpg
4,3173,Titular,dep.darcisioperondi@camara.gov.br,3215-5518,518,5830385,73891,491,DARCÍSIO PAULO PERONDI,DARCÍSIO PERONDI,PMDB,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/73891.jpg
4,3749,Titular,dep.robertosales@camara.gov.br,3215-5332,332,5830540,178944,324,ROBERTO DA SILVA SALES,ROBERTO SALES,PRB,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/178944.jpg
4,1451,Titular,dep.vanderloubet@camara.gov.br,3215-5838,838,5830534,74376,438,VANDER LUIZ DOS SANTOS LOUBET,VANDER LOUBET,PT,masculino,MS,http://www.camara.gov.br/internet/deputado/bandep/74376.jpg
4,2794,Titular,dep.washingtonreis@camara.gov.br,3215-5856,856,5830491,160620,326,WASHINGTON REIS DE OLIVEIRA,WASHINGTON REIS,PMDB,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/160620.jpg
4,2693,Titular,dep.professoradorinhaseabrarezende@camara.gov.br,3215-5432,432,5830683,160639,67,MARIA AUXILIADORA SEABRA REZENDE,PROFESSORA DORINHA SEABRA REZENDE,DEM,feminino,TO,http://www.camara.gov.br/internet/deputado/bandep/160639.jpg
3,2853,Titular,dep.marcotebaldi@camara.gov.br,3215-5284,284,5830440,160536,478,MARCO ANTONIO TEBALDI,MARCO TEBALDI,PSDB,masculino,SC,http://www.camara.gov.br/internet/deputado/bandep/160536.jpg
4,2471,Titular,dep.sergiobrito@camara.gov.br,3215-5638,638,5830291,73808,213,SÉRGIO LUÍS LACERDA BRITO,SÉRGIO BRITO,PSD,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/73808.jpg
3,3060,Titular,dep.cabucuborges@camara.gov.br,3215-5380,380,5830572,105112,14,LUIZ GIONILSON PINHEIRO BORGES,CABUÇU BORGES,PMDB,masculino,AP,http://www.camara.gov.br/internet/deputado/bandep/105112.jpg
3,3069,Titular,dep.carlosmarun@camara.gov.br,3215-5372,372,5830595,178900,433,CARLOS EDUARDO XAVIER MARUN,CARLOS MARUN,PMDB,masculino,MS,http://www.camara.gov.br/internet/deputado/bandep/178900.jpg
4,3740,Titular,dep.pedrovilela@camara.gov.br,3215-5705,705,5830787,178844,172,PEDRO TORRES BRANDÃO VILELA,PEDRO VILELA,PSDB,masculino,AL,http://www.camara.gov.br/internet/deputado/bandep/178844.jpg
4,1304,Titular,dep.mauricioquintellalessa@camara.gov.br,3215-5425,425,5830618,74050,168,MAURÍCIO QUINTELLA MALTA LESSA,MAURÍCIO QUINTELLA LESSA,PR,masculino,AL,http://www.camara.gov.br/internet/deputado/bandep/74050.jpg
4,2388,Titular,dep.cleberverde@camara.gov.br,3215-5710,710,5830455,141408,70,CLEBER VERDE CORDEIRO MENDES,CLEBER VERDE,PRB,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/141408.jpg
4,2355,Titular,dep.silviocosta@camara.gov.br,3215-5417,417,5830641,4930,160,SÍLVIO SERAFIM COSTA,SILVIO COSTA,PSC,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/4930.jpg
4,3698,Titular,dep.juniormarreca@camara.gov.br,3215-5537,537,5830432,178885,78,ANTONIO DA CRUZ FILGUEIRA JUNIOR,JUNIOR MARRECA,PEN,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/178885.jpg
4,3299,Titular,dep.mendoncafilho@camara.gov.br,3215-5314,314,5830764,74428,154,JOSÉ MENDONÇA BEZERRA FILHO,MENDONÇA FILHO,DEM,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/74428.jpg
4,2772,Titular,dep.dr.jorgesilva@camara.gov.br,3215-5227,227,5830309,160643,278,JORGE SILVA,DR. JORGE SILVA,PROS,masculino,ES,http://www.camara.gov.br/internet/deputado/bandep/160643.jpg
4,2366,Titular,dep.vanderleimacris@camara.gov.br,3215-5348,348,5830332,141553,394,VANDERLEI MACRIS,VANDERLEI MACRIS,PSDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/141553.jpg
4,3640,Titular,dep.jessicasales@camara.gov.br,3215-5952,952,5830403,178839,56,JESSICA ROJAS SALES,JÉSSICA SALES,PMDB,feminino,AC,http://www.camara.gov.br/internet/deputado/bandep/178839.jpg
4,1257,Titular,dep.benitogama@camara.gov.br,3215-5414,414,5830741,74535,190,BENITO DA GAMA SANTOS,BENITO GAMA,PTB,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/74535.jpg
4,2768,Titular,dep.welitonprado@camara.gov.br,3215-5862,862,5830380,160518,270,WELITON FERNANDES PRADO,WELITON PRADO,PT,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/160518.jpg
4,3508,Titular,dep.joaocastelo@camara.gov.br,3215-5324,324,5830718,74445,75,JOÃO CASTELO RIBEIRO GONÇALVES,JOÃO CASTELO,PSDB,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/74445.jpg
4,3056,Titular,dep.brunny@camara.gov.br,3215-5260,260,5830695,178999,223,BRUNIELE FERREIRA GOMES,BRUNNY,PTC,feminino,MG,http://www.camara.gov.br/internet/deputado/bandep/178999.jpg
4,2363,Titular,dep.izalci@camara.gov.br,3215-5602,602,5830526,4931,408,IZALCI LUCAS FERREIRA,IZALCI,PSDB,masculino,DF,http://www.camara.gov.br/internet/deputado/bandep/4931.jpg
4,1984,Titular,dep.onyxlorenzoni@camara.gov.br,3215-5828,828,5830449,74399,510,ONYX DORNELLES LORENZONI,ONYX LORENZONI,DEM,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/74399.jpg
4,3084,Titular,dep.diegogarcia@camara.gov.br,3215-5745,745,5830672,178929,447,DIEGO ALEXSANDER GONCALO PAULA GARCIA,DIEGO GARCIA,PHS,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/178929.jpg
4,3433,Titular,dep.raimundogomesdematos@camara.gov.br,3215-5725,725,5830549,74216,102,RAIMUNDO GOMES DE MATOS,RAIMUNDO GOMES DE MATOS,PSDB,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/74216.jpg
4,3680,Titular,dep.alexcanziani@camara.gov.br,3215-5842,842,5830426,73458,445,ALEX CANZIANI SILVEIRA,ALEX CANZIANI,PTB,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/73458.jpg
4,1271,Titular,dep.luizcouto@camara.gov.br,3215-5442,442,5830317,74041,133,LUIZ ALBUQUERQUE COUTO,LUIZ COUTO,PT,masculino,PB,http://www.camara.gov.br/internet/deputado/bandep/74041.jpg
4,3031,Titular,dep.adailcarneiro@camara.gov.br,3215-5335,335,5830601,178864,92,JOSE ADAIL CARNEIRO SILVA,ADAIL CARNEIRO,PHS,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/178864.jpg
4,3630,Titular,dep.albertofraga@camara.gov.br,3215-5511,511,5830472,73579,410,JOÃO ALBERTO FRAGA SILVA,ALBERTO FRAGA,DEM,masculino,DF,http://www.camara.gov.br/internet/deputado/bandep/73579.jpg
4,3684,Titular,dep.jhc@camara.gov.br,3215-5958,958,5830555,178842,167,JOAO HENRIQUE HOLANDA  CALDAS,JHC,SD,masculino,AL,http://www.camara.gov.br/internet/deputado/bandep/178842.jpg
3,1142,Titular,dep.zegeraldo@camara.gov.br,3215-5266,266,5830518,73931,25,JOSÉ GERALDO TORRES DA SILVA,ZÉ GERALDO,PT,masculino,PA,http://www.camara.gov.br/internet/deputado/bandep/73931.jpg
4,2942,Titular,dep.wevertonrocha@camara.gov.br,3215-5405,405,5830409,167493,83,WEVERTON ROCHA MARQUES DE SOUSA,WEVERTON ROCHA,PDT,masculino,MA,http://www.camara.gov.br/internet/deputado/bandep/167493.jpg
3,3103,Titular,dep.fabiosousa@camara.gov.br,3215-5271,271,5830415,178877,426,FABIO FERNANDES DE SOUSA,FÁBIO SOUSA,PSDB,masculino,GO,http://www.camara.gov.br/internet/deputado/bandep/178877.jpg
4,3075,Titular,dep.clarissagarotinho@camara.gov.br,3215-5714,714,5830658,178939,294,CLARISSA BARROS ASSED MATHEUS DE OLIVEIRA,CLARISSA GAROTINHO,PR,feminino,RJ,http://www.camara.gov.br/internet/deputado/bandep/178939.jpg
4,3138,Titular,dep.arnonbezerra@camara.gov.br,3215-5413,413,5830664,74291,90,JOSÉ ARNON CRUZ BEZERRA DE MENEZES,ARNON BEZERRA,PTB,masculino,CE,http://www.camara.gov.br/internet/deputado/bandep/74291.jpg
4,2367,Titular,dep.manoeljunior@camara.gov.br,3215-5601,601,5830509,141490,130,MANOEL ALVES DA SILVA JUNIOR,MANOEL JUNIOR,PMDB,masculino,PB,http://www.camara.gov.br/internet/deputado/bandep/141490.jpg
4,3083,Titular,dep.delegadoedsonmoreira@camara.gov.br,3215-5933,933,5830363,178893,229,EDSON MOREIRA DA SILVA,DELEGADO EDSON MOREIRA,PTN,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/178893.jpg
4,2843,Titular,dep.joaoarruda@camara.gov.br,3215-5633,633,5830612,160573,455,JOÃO JOSÉ DE ARRUDA JÚNIOR,JOÃO ARRUDA,PMDB,masculino,PR,http://www.camara.gov.br/internet/deputado/bandep/160573.jpg
4,2447,Titular,dep.rogeriomarinho@camara.gov.br,3215-5446,446,5830463,141535,124,ROGÉRIO SIMONETTI MARINHO,ROGÉRIO MARINHO,PSDB,masculino,RN,http://www.camara.gov.br/internet/deputado/bandep/141535.jpg
4,3700,Titular,dep.kaiomanicoba@camara.gov.br,3215-5525,525,5830758,178918,151,KAIO CESAR DE MOURA MANICOBA NOVAES FERRAZ,KAIO MANIÇOBA,PHS,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/178918.jpg
4,2573,Titular,dep.jarbasvasconcelos@camara.gov.br,3215-5304,304,5830323,131943,147,Jarbas de Andrade Vasconcelos,JARBAS VASCONCELOS,PMDB,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/131943.jpg
3,2862,Titular,dep.bohngass@camara.gov.br,3215-5469,469,5830655,160538,499,ELVINO JOSÉ BOHN GASS,BOHN GASS,PT,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/160538.jpg
4,1117,Titular,dep.joseotaviogermano@camara.gov.br,3215-5424,424,5830798,74395,501,JOSÉ OTÁVIO GERMANO,JOSÉ OTÁVIO GERMANO,PP,masculino,RS,http://www.camara.gov.br/internet/deputado/bandep/74395.jpg
4,1983,Titular,dep.mariadorosario@camara.gov.br,3215-5312,312,5830300,74398,508,MARIA DO ROSÁRIO NUNES,MARIA DO ROSÁRIO,PT,feminino,RS,http://www.camara.gov.br/internet/deputado/bandep/74398.jpg
4,2481,Titular,dep.leonardoquintao@camara.gov.br,3215-5914,914,5830466,141482,255,LEONARDO LEMOS BARROS QUINTÃO,LEONARDO QUINTÃO,PMDB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/141482.jpg
4,3360,Titular,dep.silviotorres@camara.gov.br,3215-5404,404,5830704,73560,391,SILVIO FRANÇA TORRES,SILVIO TORRES,PSDB,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/73560.jpg
4,3734,Titular,dep.newtoncardosojr@camara.gov.br,3215-5932,932,5830372,178896,247,NEWTON CARDOSO JUNIOR,NEWTON CARDOSO JR,PMDB,masculino,MG,http://www.camara.gov.br/internet/deputado/bandep/178896.jpg
4,2742,Titular,dep.felixmendoncajunior@camara.gov.br,3215-5912,912,5830443,160666,195,FELIX DE ALMEIDA MENDONÇA JÚNIOR,FÉLIX MENDONÇA JÚNIOR,PDT,masculino,BA,http://www.camara.gov.br/internet/deputado/bandep/160666.jpg
4,3076,Titular,dep.conceicaosampaio@camara.gov.br,3215-5515,515,5830629,178848,41,MARIA DA CONCEICAO SAMPAIO MOURA,CONCEIÇÃO SAMPAIO,PP,feminino,AM,http://www.camara.gov.br/internet/deputado/bandep/178848.jpg
4,3704,Titular,dep.lucasvergilio@camara.gov.br,3215-5816,816,5830727,178879,430,LUCAS DE CASTRO SANTOS,LUCAS VERGILIO,SD,masculino,GO,http://www.camara.gov.br/internet/deputado/bandep/178879.jpg
4,2392,Titular,dep.fernandocoelhofilho@camara.gov.br,3215-5662,662,5830678,141431,158,FERNANDO BEZERRA DE SOUZA COELHO FILHO,FERNANDO COELHO FILHO,PSB,masculino,PE,http://www.camara.gov.br/internet/deputado/bandep/141431.jpg
4,3039,Titular,dep.alexandreserfiotis@camara.gov.br,3215-5554,554,5830747,178833,284,ALEXANDRE AUGUSTUS SERFIOTIS,ALEXANDRE SERFIOTIS,PSD,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/178833.jpg
4,2409,Titular,dep.fabiofaria@camara.gov.br,3215-5706,706,5830349,141428,119,FÁBIO SALUSTINO MESQUITA DE FARIA,FÁBIO FARIA,PSD,masculino,RN,http://www.camara.gov.br/internet/deputado/bandep/141428.jpg
4,3072,Titular,dep.cesarmessias@camara.gov.br,3215-5956,956,5830698,178838,55,CARLOS CESAR CORREIA DE MESSIAS,CÉSAR MESSIAS,PSB,masculino,AC,http://www.camara.gov.br/internet/deputado/bandep/178838.jpg
3,1773,Titular,dep.jairbolsonaro@camara.gov.br,3215-5482,482,5830721,74847,302,JAIR MESSIAS BOLSONARO,JAIR BOLSONARO,PP,masculino,RJ,http://www.camara.gov.br/internet/deputado/bandep/74847.jpg
4,3542,Titular,dep.givaldocarimbao@camara.gov.br,3215-5732,732,5830400,74558,166,GIVALDO DE SÁ GOUVEIA,GIVALDO CARIMBÃO,PROS,masculino,AL,http://www.camara.gov.br/internet/deputado/bandep/74558.jpg
4,2801,Titular,dep.guilhermemussi@camara.gov.br,3215-5712,712,5830578,160667,348,GUILHERME MUSSI FERREIRA,GUILHERME MUSSI,PP,masculino,SP,http://www.camara.gov.br/internet/deputado/bandep/160667.jpg
